         3508955 function calls (3465220 primitive calls) in 14.706 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\google\protobuf\text_format.py:75(ParseError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\utilities\timeutils.py:40(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\facts.py:214(rules_2prereq)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\facts.py:286(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\kind.py:84(_UndefinedKind)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\core\mul.py:23(NC_Marker)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:48(BooleanOption)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:606(Strict)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:633(Frac)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:643(Formal)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyoptions.py:696(Series)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\polyutils.py:442(PicklableWithSlots)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\domains\pythonfinitefield.py:9(PythonFiniteField)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\sets\sets.py:2724(SetKind)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\functions\special\bessel.py:1289(AiryBase)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\matrices\exceptions.py:18(DMBadInputError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\polys\agca\modules.py:260(FreeModuleElement)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\integrals\transforms.py:40(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\integrals\transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\utils.py:2090(numpy_method_wrapper)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\variables\base.py:87(MutableLocal)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\source.py:255(NegateSource)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\guards.py:911(Replacer)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\eval_frame.py:514(OptimizeContext)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\testing\_internal\logging_tensor.py:93(LoggingTensorReentrant)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\device_interface.py:20(DeviceInterfaceMeta)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\variables\misc.py:589(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_dynamo\side_effects.py:24(MutableSideEffects)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\faster_rcnn.py:282(TwoMLPHead)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\models\detection\faster_rcnn.py:343(FastRCNNPredictor)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnx\reference\op_run.py:622(OpFunction)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\qdq_quantizer.py:56(QDQQuantParamProvider)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\qdq_quantizer.py:115(QDQTensorScaleZpInitializers)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\operators\activation.py:8(QLinearActivation)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\operators\gather.py:10(GatherQuant)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\onnxruntime\quantization\operators\where.py:8(QLinearWhere)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
        4    0.000    0.000    0.000    0.000 {built-in method msvcrt.setmode}
        4    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\glob.py:199(_join)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\compat\py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\core\_exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\lib\index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\lib\npyio.py:42(BagObj)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\ma\core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\serialization.py:547(_check_dill_version)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\tarfile.py:308(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_sources.py:86(SourceContext)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\cv2\gapi\__init__.py:79(Point)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\logging\__init__.py:781(Filterer)
        3    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\logging\__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\colors.py:134(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\TiffTags.py:24(_TagInfo)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\numpy\_typing\_dtype_like.py:84(_SupportsDType)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\GimpGradientFile.py:67(GradientFile)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:3506(StringStart)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\pyparsing\core.py:3523(StringEnd)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\patches.py:2770(_Base)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\offsetbox.py:388(PackerBase)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\six.py:108(MovedModule)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\dates.py:567(DateFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\genia\AppData\Roaming\Python\Python310\site-packages\dateutil\rrule.py:1315(_genitem)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\legend.py:54(DraggableLegend)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\matplotlib\legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\__init__.py:1742(_TorchCompileWrapper)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\solvers\ode\single.py:1687(HomogeneousCoeffBest)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\sympy\parsing\sympy_parser.py:1238(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_tensor_str.py:121(_Formatter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\amp\grad_scaler.py:15(_MultiDeviceReplicator)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\cuda\__init__.py:328(CudaError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\utils\_pytree.py:764(__post_init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\module.py:30(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\parameter.py:171(UninitializedParameter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\parameter.py:202(UninitializedBuffer)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\linear.py:127(NonDynamicallyQuantizableLinear)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\distributed_c10d.py:455(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\package\package_importer.py:704(_PackageResourceReader)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\modules\pooling.py:1270(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\forward_ad.py:171(dual_level)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\graph.py:550(_swap_with_cloned)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\graph.py:588(_CloneArgBeforeMutateMode)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\profiler.py:671(emit_itt)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\autograd\profiler_util.py:659(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\nn\parallel\distributed.py:227(_BufferCommHook)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributed\algorithms\join.py:11(JoinHook)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\backends\mkldnn\__init__.py:20(verbose)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\cpu\__init__.py:67(Event)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:750(PolynomialLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\optim\lr_scheduler.py:804(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\multiprocessing\reduction.py:104(DupHandle)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\multiprocessing\util.py:368(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\multiprocessing\resource_sharer.py:27(DupSocket)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\urllib\request.py:624(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\urllib\request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\urllib\request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\tqdm\utils.py:94(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\transforms.py:690(AbsTransform)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\distributions\kl.py:92(_Match)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\nn\intrinsic\modules\fused.py:13(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\ao\quantization\stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\case.py:246(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\mock.py:1267(_check_spec_arg_typos)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\unittest\mock.py:2512(__init__)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\locks.py:424(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\mixins.py:12(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\windows_events.py:170(_WaitCancelFuture)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\asyncio\windows_events.py:194(_WaitHandleFuture)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_guards.py:811(ChainedSource)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\fx\passes\reinplace.py:54(_FunctionalizationMetadataProp)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_logging\_internal.py:716(TorchLogsFormatter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\export\dynamic_shapes.py:180(_ConstraintTarget)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\export\graph_signature.py:30(CustomObjArgument)
        2    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torch\_meta_registrations.py:3071(register_meta_foreach)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\torchvision\transforms\transforms.py:2012(RandomEqualize)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\ImageFilter.py:153(ModeFilter)
        1    0.000    0.000    0.000    0.000 c:\ProgramData\miniconda3\envs\openmmlab\lib\site-packages\PIL\ImageFilter.py:194(BoxBlur)
